JobID|JobName|MaxRSS|Elapsed|ReqMem|
35256075_1778|kplr000893647array.sh||00:05:57|1Gn|
35256075_1778.batch|batch|9020K|00:05:57|1Gn|
35256075_1778.extern|extern|776K|00:05:57|1Gn|
35256075_1779|kplr000893647array.sh||00:05:02|1Gn|
35256075_1779.batch|batch|9016K|00:05:02|1Gn|
35256075_1779.extern|extern|776K|00:05:02|1Gn|
35256075_1780|kplr000893647array.sh||00:04:58|1Gn|
35256075_1780.batch|batch|9016K|00:04:58|1Gn|
35256075_1780.extern|extern|776K|00:04:58|1Gn|
35256075_1781|kplr000893647array.sh||00:04:54|1Gn|
35256075_1781.batch|batch|9020K|00:04:54|1Gn|
35256075_1781.extern|extern|776K|00:04:54|1Gn|
35256075_1782|kplr000893647array.sh||00:05:11|1Gn|
35256075_1782.batch|batch|9004K|00:05:11|1Gn|
35256075_1782.extern|extern|776K|00:05:11|1Gn|
35256075_1783|kplr000893647array.sh||00:04:54|1Gn|
35256075_1783.batch|batch|9008K|00:04:54|1Gn|
35256075_1783.extern|extern|776K|00:04:54|1Gn|
35256075_1784|kplr000893647array.sh||00:05:01|1Gn|
35256075_1784.batch|batch|9004K|00:05:01|1Gn|
35256075_1784.extern|extern|776K|00:05:01|1Gn|
35256075_1785|kplr000893647array.sh||00:04:39|1Gn|
35256075_1785.batch|batch|9020K|00:04:39|1Gn|
35256075_1785.extern|extern|776K|00:04:39|1Gn|
35256075_1786|kplr000893647array.sh||00:04:38|1Gn|
35256075_1786.batch|batch|9008K|00:04:38|1Gn|
35256075_1786.extern|extern|776K|00:04:38|1Gn|
35256075_1787|kplr000893647array.sh||00:04:42|1Gn|
35256075_1787.batch|batch|9008K|00:04:42|1Gn|
35256075_1787.extern|extern|768K|00:04:42|1Gn|
35256075_1788|kplr000893647array.sh||00:04:35|1Gn|
35256075_1788.batch|batch|9008K|00:04:35|1Gn|
35256075_1788.extern|extern|772K|00:04:35|1Gn|
35256075_1789|kplr000893647array.sh||00:04:29|1Gn|
35256075_1789.batch|batch|9000K|00:04:29|1Gn|
35256075_1789.extern|extern|772K|00:04:29|1Gn|
35256075_1790|kplr000893647array.sh||00:04:23|1Gn|
35256075_1790.batch|batch|9004K|00:04:23|1Gn|
35256075_1790.extern|extern|776K|00:04:23|1Gn|
35256075_1791|kplr000893647array.sh||00:04:15|1Gn|
35256075_1791.batch|batch|9004K|00:04:15|1Gn|
35256075_1791.extern|extern|780K|00:04:19|1Gn|
35256075_1792|kplr000893647array.sh||00:03:58|1Gn|
35256075_1792.batch|batch|9012K|00:03:58|1Gn|
35256075_1792.extern|extern|776K|00:03:58|1Gn|
35256075_1793|kplr000893647array.sh||00:03:55|1Gn|
35256075_1793.batch|batch|9004K|00:03:55|1Gn|
35256075_1793.extern|extern|772K|00:03:55|1Gn|
35256075_1794|kplr000893647array.sh||00:04:05|1Gn|
35256075_1794.batch|batch|9008K|00:04:05|1Gn|
35256075_1794.extern|extern|772K|00:04:05|1Gn|
35256075_1795|kplr000893647array.sh||00:03:56|1Gn|
35256075_1795.batch|batch|9004K|00:03:56|1Gn|
35256075_1795.extern|extern|776K|00:03:56|1Gn|
35256075_1796|kplr000893647array.sh||00:03:48|1Gn|
35256075_1796.batch|batch|9004K|00:03:48|1Gn|
35256075_1796.extern|extern|772K|00:03:48|1Gn|
35256075_1797|kplr000893647array.sh||00:03:48|1Gn|
35256075_1797.batch|batch|8996K|00:03:48|1Gn|
35256075_1797.extern|extern|780K|00:03:48|1Gn|
35256075_1798|kplr000893647array.sh||00:03:40|1Gn|
35256075_1798.batch|batch|8996K|00:03:40|1Gn|
35256075_1798.extern|extern|776K|00:03:40|1Gn|
35256075_1799|kplr000893647array.sh||00:12:27|1Gn|
35256075_1799.batch|batch|9016K|00:12:27|1Gn|
35256075_1799.extern|extern|828K|00:12:27|1Gn|
35256075_1800|kplr000893647array.sh||00:12:23|1Gn|
35256075_1800.batch|batch|9012K|00:12:23|1Gn|
35256075_1800.extern|extern|828K|00:12:23|1Gn|
35256075_1801|kplr000893647array.sh||01:03:48|1Gn|
35256075_1801.extern|extern||01:03:48|1Gn|
35256075_1802|kplr000893647array.sh||01:03:48|1Gn|
35256075_1802.extern|extern||01:03:48|1Gn|
35256075_1803|kplr000893647array.sh||01:03:48|1Gn|
35256075_1803.extern|extern||01:03:48|1Gn|
35256075_1804|kplr000893647array.sh||01:03:48|1Gn|
35256075_1804.extern|extern||01:03:48|1Gn|
35256075_1805|kplr000893647array.sh||00:57:48|1Gn|
35256075_1805.batch|batch|9352K|00:57:48|1Gn|
35256075_1805.extern|extern|772K|00:57:48|1Gn|
35256075_1806|kplr000893647array.sh||00:59:17|1Gn|
35256075_1806.batch|batch|9352K|00:59:17|1Gn|
35256075_1806.extern|extern|776K|00:59:17|1Gn|
35256075_1807|kplr000893647array.sh||00:50:20|1Gn|
35256075_1807.batch|batch|9352K|00:50:20|1Gn|
35256075_1807.extern|extern|776K|00:50:20|1Gn|
35256075_1808|kplr000893647array.sh||00:35:15|1Gn|
35256075_1808.batch|batch|9352K|00:35:15|1Gn|
35256075_1808.extern|extern|772K|00:35:15|1Gn|
35256075_1809|kplr000893647array.sh||00:32:43|1Gn|
35256075_1809.batch|batch|9344K|00:32:43|1Gn|
35256075_1809.extern|extern|776K|00:32:43|1Gn|
35256075_1810|kplr000893647array.sh||00:23:36|1Gn|
35256075_1810.batch|batch|9352K|00:23:36|1Gn|
35256075_1810.extern|extern|776K|00:23:36|1Gn|
35256075_1811|kplr000893647array.sh||00:19:25|1Gn|
35256075_1811.batch|batch|9344K|00:19:25|1Gn|
35256075_1811.extern|extern|776K|00:19:25|1Gn|
35256075_1812|kplr000893647array.sh||00:16:43|1Gn|
35256075_1812.batch|batch|9356K|00:16:43|1Gn|
35256075_1812.extern|extern|780K|00:16:43|1Gn|
35256075_1813|kplr000893647array.sh||00:16:58|1Gn|
35256075_1813.batch|batch|9360K|00:16:58|1Gn|
35256075_1813.extern|extern|776K|00:16:58|1Gn|
35256075_1814|kplr000893647array.sh||00:14:26|1Gn|
35256075_1814.batch|batch|9352K|00:14:26|1Gn|
35256075_1814.extern|extern|780K|00:14:26|1Gn|
35256075_1815|kplr000893647array.sh||00:11:28|1Gn|
35256075_1815.batch|batch|9344K|00:11:28|1Gn|
35256075_1815.extern|extern|348K|00:11:28|1Gn|
35256075_1816|kplr000893647array.sh||00:10:46|1Gn|
35256075_1816.batch|batch|9248K|00:10:46|1Gn|
35256075_1816.extern|extern|776K|00:10:46|1Gn|
35256075_1817|kplr000893647array.sh||00:10:26|1Gn|
35256075_1817.batch|batch|9348K|00:10:26|1Gn|
35256075_1817.extern|extern|772K|00:10:26|1Gn|
35256075_1818|kplr000893647array.sh||00:12:31|1Gn|
35256075_1818.batch|batch|9352K|00:12:31|1Gn|
35256075_1818.extern|extern|772K|00:12:31|1Gn|
35256075_1819|kplr000893647array.sh||00:12:43|1Gn|
35256075_1819.batch|batch|9344K|00:12:43|1Gn|
35256075_1819.extern|extern|772K|00:12:43|1Gn|
35256075_1820|kplr000893647array.sh||00:09:24|1Gn|
35256075_1820.batch|batch|9356K|00:09:24|1Gn|
35256075_1820.extern|extern|772K|00:09:24|1Gn|
35256075_1821|kplr000893647array.sh||00:09:08|1Gn|
35256075_1821.batch|batch|9344K|00:09:08|1Gn|
35256075_1821.extern|extern|772K|00:09:08|1Gn|
35256075_1822|kplr000893647array.sh||00:07:37|1Gn|
35256075_1822.batch|batch|9168K|00:07:37|1Gn|
35256075_1822.extern|extern|776K|00:07:38|1Gn|
35256075_1823|kplr000893647array.sh||00:08:30|1Gn|
35256075_1823.batch|batch|9340K|00:08:30|1Gn|
35256075_1823.extern|extern|772K|00:08:30|1Gn|
35256075_1824|kplr000893647array.sh||00:07:27|1Gn|
35256075_1824.batch|batch|9340K|00:07:27|1Gn|
35256075_1824.extern|extern|776K|00:07:27|1Gn|
35256075_1825|kplr000893647array.sh||00:07:15|1Gn|
35256075_1825.batch|batch|9340K|00:07:15|1Gn|
35256075_1825.extern|extern|776K|00:07:15|1Gn|
35256075_1826|kplr000893647array.sh||00:06:10|1Gn|
35256075_1826.batch|batch|9344K|00:06:10|1Gn|
35256075_1826.extern|extern|776K|00:06:10|1Gn|
35256075_1827|kplr000893647array.sh||00:04:53|1Gn|
35256075_1827.batch|batch|9300K|00:04:53|1Gn|
35256075_1827.extern|extern|772K|00:04:53|1Gn|
35256075_1828|kplr000893647array.sh||00:05:13|1Gn|
35256075_1828.batch|batch|9352K|00:05:13|1Gn|
35256075_1828.extern|extern|772K|00:05:13|1Gn|
35256075_1829|kplr000893647array.sh||00:05:59|1Gn|
35256075_1829.batch|batch|9340K|00:05:59|1Gn|
35256075_1829.extern|extern|776K|00:05:59|1Gn|
35256075_1830|kplr000893647array.sh||00:05:50|1Gn|
35256075_1830.batch|batch|9348K|00:05:50|1Gn|
35256075_1830.extern|extern|776K|00:05:50|1Gn|
35256075_1831|kplr000893647array.sh||00:05:59|1Gn|
35256075_1831.batch|batch|9344K|00:05:59|1Gn|
35256075_1831.extern|extern|772K|00:05:59|1Gn|
35256075_1832|kplr000893647array.sh||00:05:08|1Gn|
35256075_1832.batch|batch|9340K|00:05:08|1Gn|
35256075_1832.extern|extern|776K|00:05:08|1Gn|
35256075_1833|kplr000893647array.sh||00:05:20|1Gn|
35256075_1833.batch|batch|9340K|00:05:20|1Gn|
35256075_1833.extern|extern|776K|00:05:20|1Gn|
35256075_1834|kplr000893647array.sh||00:04:51|1Gn|
35256075_1834.batch|batch|9356K|00:04:51|1Gn|
35256075_1834.extern|extern|772K|00:04:51|1Gn|
35256075_1835|kplr000893647array.sh||00:04:27|1Gn|
35256075_1835.batch|batch|9336K|00:04:27|1Gn|
35256075_1835.extern|extern|768K|00:04:27|1Gn|
35256075_1836|kplr000893647array.sh||00:04:20|1Gn|
35256075_1836.batch|batch|9340K|00:04:20|1Gn|
35256075_1836.extern|extern|776K|00:04:20|1Gn|
35256075_1837|kplr000893647array.sh||00:04:12|1Gn|
35256075_1837.batch|batch|9356K|00:04:12|1Gn|
35256075_1837.extern|extern|776K|00:04:12|1Gn|
35256075_1838|kplr000893647array.sh||00:04:12|1Gn|
35256075_1838.batch|batch|9352K|00:04:12|1Gn|
35256075_1838.extern|extern|772K|00:04:12|1Gn|
35256075_1839|kplr000893647array.sh||00:03:37|1Gn|
35256075_1839.batch|batch|9092K|00:03:37|1Gn|
35256075_1839.extern|extern|772K|00:03:37|1Gn|
35256075_1840|kplr000893647array.sh||00:03:47|1Gn|
35256075_1840.batch|batch|9296K|00:03:47|1Gn|
35256075_1840.extern|extern|772K|00:03:47|1Gn|
35256075_1841|kplr000893647array.sh||00:03:44|1Gn|
35256075_1841.batch|batch|9348K|00:03:44|1Gn|
35256075_1841.extern|extern|772K|00:03:45|1Gn|
35256075_1842|kplr000893647array.sh||00:03:42|1Gn|
35256075_1842.batch|batch|9344K|00:03:42|1Gn|
35256075_1842.extern|extern|776K|00:03:42|1Gn|
35256075_1843|kplr000893647array.sh||00:04:33|1Gn|
35256075_1843.batch|batch|9332K|00:04:33|1Gn|
35256075_1843.extern|extern|772K|00:04:33|1Gn|
35256075_1844|kplr000893647array.sh||00:04:07|1Gn|
35256075_1844.batch|batch|9344K|00:04:07|1Gn|
35256075_1844.extern|extern|776K|00:04:07|1Gn|
35256075_1845|kplr000893647array.sh||00:04:07|1Gn|
35256075_1845.batch|batch|9336K|00:04:07|1Gn|
35256075_1845.extern|extern|780K|00:04:07|1Gn|
35256075_1846|kplr000893647array.sh||00:04:05|1Gn|
35256075_1846.batch|batch|9340K|00:04:05|1Gn|
35256075_1846.extern|extern|776K|00:04:05|1Gn|
35256075_1847|kplr000893647array.sh||00:04:10|1Gn|
35256075_1847.batch|batch|9336K|00:04:10|1Gn|
35256075_1847.extern|extern|780K|00:04:10|1Gn|
35256075_1848|kplr000893647array.sh||00:03:57|1Gn|
35256075_1848.batch|batch|9336K|00:03:57|1Gn|
35256075_1848.extern|extern|776K|00:03:57|1Gn|
35256075_1849|kplr000893647array.sh||00:04:15|1Gn|
35256075_1849.batch|batch|9352K|00:04:15|1Gn|
35256075_1849.extern|extern|776K|00:04:18|1Gn|
35256075_1850|kplr000893647array.sh||00:03:57|1Gn|
35256075_1850.batch|batch|9340K|00:03:57|1Gn|
35256075_1850.extern|extern|776K|00:03:57|1Gn|
35256075_1851|kplr000893647array.sh||01:00:16|1Gn|
35256075_1851.extern|extern||01:00:16|1Gn|
35256075_1852|kplr000893647array.sh||01:00:16|1Gn|
35256075_1852.extern|extern||01:00:16|1Gn|
35256075_1853|kplr000893647array.sh||00:51:34|1Gn|
35256075_1853.batch|batch|9356K|00:51:34|1Gn|
35256075_1853.extern|extern|776K|00:51:34|1Gn|
35256075_1854|kplr000893647array.sh||01:00:16|1Gn|
35256075_1854.extern|extern||01:00:16|1Gn|
35256075_1855|kplr000893647array.sh||00:37:41|1Gn|
35256075_1855.batch|batch|9352K|00:37:41|1Gn|
35256075_1855.extern|extern|772K|00:37:42|1Gn|
35256075_1856|kplr000893647array.sh||00:37:32|1Gn|
35256075_1856.batch|batch|9356K|00:37:32|1Gn|
35256075_1856.extern|extern|772K|00:37:32|1Gn|
35256075_1857|kplr000893647array.sh||00:27:17|1Gn|
35256075_1857.batch|batch|9344K|00:27:17|1Gn|
35256075_1857.extern|extern|772K|00:27:17|1Gn|
35256075_1858|kplr000893647array.sh||00:20:08|1Gn|
35256075_1858.batch|batch|9348K|00:20:08|1Gn|
35256075_1858.extern|extern|772K|00:20:08|1Gn|
35256075_1859|kplr000893647array.sh||00:15:01|1Gn|
35256075_1859.batch|batch|9348K|00:15:01|1Gn|
35256075_1859.extern|extern|768K|00:15:01|1Gn|
35256075_1860|kplr000893647array.sh||00:15:26|1Gn|
35256075_1860.batch|batch|9336K|00:15:26|1Gn|
35256075_1860.extern|extern|776K|00:15:26|1Gn|
35256075_1861|kplr000893647array.sh||00:13:19|1Gn|
35256075_1861.batch|batch|9344K|00:13:19|1Gn|
35256075_1861.extern|extern|772K|00:13:19|1Gn|
35256075_1862|kplr000893647array.sh||00:13:33|1Gn|
35256075_1862.batch|batch|9340K|00:13:33|1Gn|
35256075_1862.extern|extern|772K|00:13:33|1Gn|
35256075_1863|kplr000893647array.sh||00:15:01|1Gn|
35256075_1863.batch|batch|9356K|00:15:01|1Gn|
35256075_1863.extern|extern|772K|00:15:01|1Gn|
35256075_1864|kplr000893647array.sh||00:13:58|1Gn|
35256075_1864.batch|batch|9340K|00:13:58|1Gn|
35256075_1864.extern|extern|772K|00:13:58|1Gn|
35256075_1865|kplr000893647array.sh||00:13:04|1Gn|
35256075_1865.batch|batch|9340K|00:13:04|1Gn|
35256075_1865.extern|extern|772K|00:13:04|1Gn|
35256075_1866|kplr000893647array.sh||00:12:15|1Gn|
35256075_1866.batch|batch|9352K|00:12:15|1Gn|
35256075_1866.extern|extern|772K|00:12:15|1Gn|
35256075_1867|kplr000893647array.sh||00:10:17|1Gn|
35256075_1867.batch|batch|9348K|00:10:17|1Gn|
35256075_1867.extern|extern|772K|00:10:17|1Gn|
35256075_1868|kplr000893647array.sh||00:15:11|1Gn|
35256075_1868.batch|batch|9340K|00:15:11|1Gn|
35256075_1868.extern|extern|776K|00:15:11|1Gn|
35256075_1869|kplr000893647array.sh||00:09:02|1Gn|
35256075_1869.batch|batch|9340K|00:09:02|1Gn|
35256075_1869.extern|extern|772K|00:09:02|1Gn|
35256075_1870|kplr000893647array.sh||00:09:12|1Gn|
35256075_1870.batch|batch|9344K|00:09:12|1Gn|
35256075_1870.extern|extern|776K|00:09:12|1Gn|
35256075_1871|kplr000893647array.sh||00:10:17|1Gn|
35256075_1871.batch|batch|9352K|00:10:17|1Gn|
35256075_1871.extern|extern|772K|00:10:17|1Gn|
35256075_1872|kplr000893647array.sh||00:09:05|1Gn|
35256075_1872.batch|batch|9340K|00:09:05|1Gn|
35256075_1872.extern|extern|768K|00:09:05|1Gn|
35256075_1873|kplr000893647array.sh||00:07:45|1Gn|
35256075_1873.batch|batch|9356K|00:07:45|1Gn|
35256075_1873.extern|extern|776K|00:07:45|1Gn|
35256075_1874|kplr000893647array.sh||00:07:45|1Gn|
35256075_1874.batch|batch|9344K|00:07:45|1Gn|
35256075_1874.extern|extern|772K|00:07:45|1Gn|
35256075_1875|kplr000893647array.sh||00:07:57|1Gn|
35256075_1875.batch|batch|9340K|00:07:57|1Gn|
35256075_1875.extern|extern|776K|00:07:57|1Gn|
35256075_1876|kplr000893647array.sh||00:07:25|1Gn|
35256075_1876.batch|batch|9352K|00:07:25|1Gn|
35256075_1876.extern|extern|776K|00:07:25|1Gn|
35256075_1877|kplr000893647array.sh||00:07:42|1Gn|
35256075_1877.batch|batch|9340K|00:07:42|1Gn|
35256075_1877.extern|extern|776K|00:07:42|1Gn|
35256075_1878|kplr000893647array.sh||00:08:22|1Gn|
35256075_1878.batch|batch|9348K|00:08:22|1Gn|
35256075_1878.extern|extern|776K|00:08:22|1Gn|
35256075_1879|kplr000893647array.sh||00:07:00|1Gn|
35256075_1879.batch|batch|9336K|00:07:00|1Gn|
35256075_1879.extern|extern|780K|00:07:00|1Gn|
35256075_1880|kplr000893647array.sh||00:06:49|1Gn|
35256075_1880.batch|batch|9352K|00:06:49|1Gn|
35256075_1880.extern|extern|776K|00:06:49|1Gn|
35256075_1881|kplr000893647array.sh||00:06:49|1Gn|
35256075_1881.batch|batch|9348K|00:06:49|1Gn|
35256075_1881.extern|extern|776K|00:06:49|1Gn|
35256075_1882|kplr000893647array.sh||00:07:50|1Gn|
35256075_1882.batch|batch|9348K|00:07:50|1Gn|
35256075_1882.extern|extern|776K|00:07:52|1Gn|
35256075_1883|kplr000893647array.sh||00:07:17|1Gn|
35256075_1883.batch|batch|9352K|00:07:17|1Gn|
35256075_1883.extern|extern|772K|00:07:17|1Gn|
35256075_1884|kplr000893647array.sh||00:06:45|1Gn|
35256075_1884.batch|batch|9348K|00:06:45|1Gn|
35256075_1884.extern|extern|776K|00:06:45|1Gn|
35256075_1885|kplr000893647array.sh||00:07:02|1Gn|
35256075_1885.batch|batch|9336K|00:07:02|1Gn|
35256075_1885.extern|extern|780K|00:07:02|1Gn|
35256075_1886|kplr000893647array.sh||00:06:13|1Gn|
35256075_1886.batch|batch|9356K|00:06:13|1Gn|
35256075_1886.extern|extern|776K|00:06:13|1Gn|
35256075_1887|kplr000893647array.sh||00:06:05|1Gn|
35256075_1887.batch|batch|9344K|00:06:05|1Gn|
35256075_1887.extern|extern|776K|00:06:05|1Gn|
35256075_1888|kplr000893647array.sh||00:06:20|1Gn|
35256075_1888.batch|batch|9348K|00:06:20|1Gn|
35256075_1888.extern|extern|772K|00:06:20|1Gn|
35256075_1889|kplr000893647array.sh||00:07:12|1Gn|
35256075_1889.batch|batch|9352K|00:07:12|1Gn|
35256075_1889.extern|extern|776K|00:07:12|1Gn|
35256075_1890|kplr000893647array.sh||00:05:49|1Gn|
35256075_1890.batch|batch|9336K|00:05:49|1Gn|
35256075_1890.extern|extern|776K|00:05:50|1Gn|
35256075_1891|kplr000893647array.sh||00:05:33|1Gn|
35256075_1891.batch|batch|9332K|00:05:33|1Gn|
35256075_1891.extern|extern|776K|00:05:33|1Gn|
35256075_1892|kplr000893647array.sh||00:05:19|1Gn|
35256075_1892.batch|batch|9336K|00:05:19|1Gn|
35256075_1892.extern|extern|776K|00:05:19|1Gn|
35256075_1893|kplr000893647array.sh||00:05:06|1Gn|
35256075_1893.batch|batch|9356K|00:05:06|1Gn|
35256075_1893.extern|extern|776K|00:05:07|1Gn|
35256075_1894|kplr000893647array.sh||00:05:03|1Gn|
35256075_1894.batch|batch|9336K|00:05:03|1Gn|
35256075_1894.extern|extern|772K|00:05:03|1Gn|
35256075_1895|kplr000893647array.sh||00:04:44|1Gn|
35256075_1895.batch|batch|9340K|00:04:44|1Gn|
35256075_1895.extern|extern|776K|00:04:44|1Gn|
35256075_1896|kplr000893647array.sh||00:04:34|1Gn|
35256075_1896.batch|batch|9356K|00:04:34|1Gn|
35256075_1896.extern|extern|772K|00:04:34|1Gn|
35256075_1897|kplr000893647array.sh||00:04:54|1Gn|
35256075_1897.batch|batch|9340K|00:04:54|1Gn|
35256075_1897.extern|extern|776K|00:04:54|1Gn|
35256075_1898|kplr000893647array.sh||00:04:43|1Gn|
35256075_1898.batch|batch|9344K|00:04:43|1Gn|
35256075_1898.extern|extern|776K|00:04:43|1Gn|
35256075_1899|kplr000893647array.sh||00:04:37|1Gn|
35256075_1899.batch|batch|9356K|00:04:37|1Gn|
35256075_1899.extern|extern|776K|00:04:37|1Gn|
35256075_1900|kplr000893647array.sh||00:05:02|1Gn|
35256075_1900.batch|batch|9356K|00:05:02|1Gn|
35256075_1900.extern|extern|772K|00:05:02|1Gn|
35256075_1901|kplr000893647array.sh||00:56:42|1Gn|
35256075_1901.extern|extern||00:56:42|1Gn|
35256075_1902|kplr000893647array.sh||00:56:42|1Gn|
35256075_1902.extern|extern||00:56:42|1Gn|
35256075_1903|kplr000893647array.sh||00:56:42|1Gn|
35256075_1903.extern|extern||00:56:42|1Gn|
35256075_1904|kplr000893647array.sh||00:56:42|1Gn|
35256075_1904.extern|extern||00:56:42|1Gn|
35256075_1905|kplr000893647array.sh||00:56:42|1Gn|
35256075_1905.extern|extern||00:56:42|1Gn|
35256075_1906|kplr000893647array.sh||00:56:42|1Gn|
35256075_1906.extern|extern||00:56:42|1Gn|
35256075_1907|kplr000893647array.sh||00:56:42|1Gn|
35256075_1907.extern|extern||00:56:42|1Gn|
35256075_1908|kplr000893647array.sh||00:55:18|1Gn|
35256075_1908.extern|extern||00:55:18|1Gn|
35256075_1909|kplr000893647array.sh||00:55:18|1Gn|
35256075_1909.extern|extern||00:55:18|1Gn|
35256075_1910|kplr000893647array.sh||00:52:11|1Gn|
35256075_1910.batch|batch|9348K|00:52:11|1Gn|
35256075_1910.extern|extern|760K|00:52:11|1Gn|
35256075_1911|kplr000893647array.sh||00:54:44|1Gn|
35256075_1911.batch|batch|9344K|00:54:44|1Gn|
35256075_1911.extern|extern|768K|00:54:44|1Gn|
35256075_1912|kplr000893647array.sh||00:55:18|1Gn|
35256075_1912.extern|extern||00:55:18|1Gn|
35256075_1913|kplr000893647array.sh||00:48:58|1Gn|
35256075_1913.batch|batch|9356K|00:48:58|1Gn|
35256075_1913.extern|extern|752K|00:48:58|1Gn|
35256075_1914|kplr000893647array.sh||00:50:57|1Gn|
35256075_1914.batch|batch|9352K|00:50:57|1Gn|
35256075_1914.extern|extern|752K|00:50:57|1Gn|
35256075_1915|kplr000893647array.sh||00:53:07|1Gn|
35256075_1915.batch|batch|9348K|00:53:07|1Gn|
35256075_1915.extern|extern|752K|00:53:07|1Gn|
35256075_1916|kplr000893647array.sh||00:41:55|1Gn|
35256075_1916.batch|batch|9352K|00:41:55|1Gn|
35256075_1916.extern|extern|748K|00:41:55|1Gn|
35256075_1917|kplr000893647array.sh||00:39:42|1Gn|
35256075_1917.batch|batch|9348K|00:39:42|1Gn|
35256075_1917.extern|extern|748K|00:39:42|1Gn|
35256075_1918|kplr000893647array.sh||00:27:22|1Gn|
35256075_1918.batch|batch|9352K|00:27:22|1Gn|
35256075_1918.extern|extern|744K|00:27:22|1Gn|
35256075_1919|kplr000893647array.sh||00:23:54|1Gn|
35256075_1919.batch|batch|9348K|00:23:54|1Gn|
35256075_1919.extern|extern|744K|00:23:54|1Gn|
35256075_1920|kplr000893647array.sh||00:18:32|1Gn|
35256075_1920.batch|batch|9348K|00:18:32|1Gn|
35256075_1920.extern|extern|748K|00:18:32|1Gn|
35256075_1921|kplr000893647array.sh||00:15:30|1Gn|
35256075_1921.batch|batch|9348K|00:15:30|1Gn|
35256075_1921.extern|extern|752K|00:15:30|1Gn|
35256075_1922|kplr000893647array.sh||00:16:10|1Gn|
35256075_1922.batch|batch|9356K|00:16:10|1Gn|
35256075_1922.extern|extern|748K|00:16:10|1Gn|
35256075_1923|kplr000893647array.sh||00:08:46|1Gn|
35256075_1923.batch|batch|9356K|00:08:46|1Gn|
35256075_1923.extern|extern|752K|00:08:46|1Gn|
35256075_1924|kplr000893647array.sh||00:07:18|1Gn|
35256075_1924.batch|batch|9344K|00:07:18|1Gn|
35256075_1924.extern|extern|752K|00:07:18|1Gn|
35256075_1925|kplr000893647array.sh||00:06:11|1Gn|
35256075_1925.batch|batch|9340K|00:06:11|1Gn|
35256075_1925.extern|extern|756K|00:06:11|1Gn|
35256075_1926|kplr000893647array.sh||00:05:23|1Gn|
35256075_1926.batch|batch|9348K|00:05:23|1Gn|
35256075_1926.extern|extern|748K|00:05:23|1Gn|
35256075_1927|kplr000893647array.sh||00:05:03|1Gn|
35256075_1927.batch|batch|9344K|00:05:03|1Gn|
35256075_1927.extern|extern|768K|00:05:03|1Gn|
35256075_1928|kplr000893647array.sh||00:06:21|1Gn|
35256075_1928.batch|batch|9340K|00:06:21|1Gn|
35256075_1928.extern|extern|772K|00:06:21|1Gn|
35256075_1929|kplr000893647array.sh||00:06:01|1Gn|
35256075_1929.batch|batch|9356K|00:06:01|1Gn|
35256075_1929.extern|extern|776K|00:06:01|1Gn|
35256075_1930|kplr000893647array.sh||00:06:13|1Gn|
35256075_1930.batch|batch|9340K|00:06:13|1Gn|
35256075_1930.extern|extern|776K|00:06:13|1Gn|
35256075_1931|kplr000893647array.sh||00:05:58|1Gn|
35256075_1931.batch|batch|9344K|00:05:58|1Gn|
35256075_1931.extern|extern|772K|00:05:58|1Gn|
35256075_1932|kplr000893647array.sh||00:05:17|1Gn|
35256075_1932.batch|batch|9332K|00:05:17|1Gn|
35256075_1932.extern|extern|772K|00:05:17|1Gn|
35256075_1933|kplr000893647array.sh||00:05:33|1Gn|
35256075_1933.batch|batch|9348K|00:05:33|1Gn|
35256075_1933.extern|extern|772K|00:05:33|1Gn|
35256075_1934|kplr000893647array.sh||00:05:53|1Gn|
35256075_1934.batch|batch|9336K|00:05:53|1Gn|
35256075_1934.extern|extern|772K|00:05:53|1Gn|
35256075_1935|kplr000893647array.sh||00:05:25|1Gn|
35256075_1935.batch|batch|9344K|00:05:25|1Gn|
35256075_1935.extern|extern|776K|00:05:25|1Gn|
35256075_1936|kplr000893647array.sh||00:05:15|1Gn|
35256075_1936.batch|batch|9348K|00:05:15|1Gn|
35256075_1936.extern|extern|772K|00:05:15|1Gn|
35256075_1937|kplr000893647array.sh||00:05:16|1Gn|
35256075_1937.batch|batch|9344K|00:05:16|1Gn|
35256075_1937.extern|extern|772K|00:05:16|1Gn|
35256075_1938|kplr000893647array.sh||00:04:49|1Gn|
35256075_1938.batch|batch|9348K|00:04:49|1Gn|
35256075_1938.extern|extern|768K|00:04:49|1Gn|
35256075_1939|kplr000893647array.sh||00:05:09|1Gn|
35256075_1939.batch|batch|9344K|00:05:09|1Gn|
35256075_1939.extern|extern|776K|00:05:09|1Gn|
35256075_1940|kplr000893647array.sh||00:05:38|1Gn|
35256075_1940.batch|batch|9344K|00:05:38|1Gn|
35256075_1940.extern|extern|768K|00:05:38|1Gn|
35256075_1941|kplr000893647array.sh||00:04:41|1Gn|
35256075_1941.batch|batch|9336K|00:04:41|1Gn|
35256075_1941.extern|extern|776K|00:04:42|1Gn|
35256075_1942|kplr000893647array.sh||00:03:29|1Gn|
35256075_1942.batch|batch|9352K|00:03:29|1Gn|
35256075_1942.extern|extern|752K|00:03:29|1Gn|
35256075_1943|kplr000893647array.sh||00:03:35|1Gn|
35256075_1943.batch|batch|9348K|00:03:35|1Gn|
35256075_1943.extern|extern|752K|00:03:35|1Gn|
35256075_1944|kplr000893647array.sh||00:03:28|1Gn|
35256075_1944.batch|batch|9344K|00:03:28|1Gn|
